"No","Title_E","OctetNo","Contents_E","Note_E","Status"
764,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","30","Scale factor of second fixed surface",,"Operational"
765,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","31-34","Scaled value of second fixed surface",,"Operational"
766,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","35","Statistical process used within the spatial area defined by octet 36","(see Code table 4.10)#GRIB2_7_0_0_CodeFlag.doc#G2_CF410","Operational"
767,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","36","Type of spatial processing used to arrive at given data value from source data","(see Code table 4.15)#GRIB2_7_0_0_CodeFlag.doc#G2_CF415","Operational"
768,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","37","Number of data points used in spatial processing defined in octet 36",,"Operational"
769,"Product definition template 4.20 - radar product","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Operational"
770,"Product definition template 4.20 - radar product","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Operational"
771,"Product definition template 4.20 - radar product","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Operational"
772,"Product definition template 4.20 - radar product","13","Number of radar sites used",,"Operational"
773,"Product definition template 4.20 - radar product","14","Indicator of unit of time range",,"Operational"
774,"Product definition template 4.20 - radar product","15-18","Site latitude (in 10**-6 degree)",,"Operational"
775,"Product definition template 4.20 - radar product","19-22","Site longitude (in 10**-6 degree)",,"Operational"
776,"Product definition template 4.20 - radar product","23-24","Site elevation (metres)",,"Operational"
777,"Product definition template 4.20 - radar product","25-28","Site ID (alphanumeric)",,"Operational"
778,"Product definition template 4.20 - radar product","29-30","Site ID (numeric)",,"Operational"
779,"Product definition template 4.20 - radar product","31","Operating mode","(see Code table 4.12)#GRIB2_7_0_0_CodeFlag.doc#G2_CF412","Operational"
780,"Product definition template 4.20 - radar product","32","Reflectivity calibration constant (tenths of dB)",,"Operational"
781,"Product definition template 4.20 - radar product","33","Quality control indicator","(see Code table 4.13)#GRIB2_7_0_0_CodeFlag.doc#G2_CF413","Operational"
782,"Product definition template 4.20 - radar product","34","Clutter filter indicator","(see Code table 4.14)#GRIB2_7_0_0_CodeFlag.doc#G2_CF414","Operational"
783,"Product definition template 4.20 - radar product","35","Constant antenna elevation angle (tenths of degree true)",,"Operational"
784,"Product definition template 4.20 - radar product","36-37","Accumulation interval (minutes)",,"Operational"
785,"Product definition template 4.20 - radar product","38","Reference reflectivity for echo top (dB)",,"Operational"
786,"Product definition template 4.20 - radar product","39-41","Range bin spacing (metres)",,"Operational"
787,"Product definition template 4.20 - radar product","42-43","Radial angular spacing (tenths of degree true)",,"Operational"
788,"Product definition template 4.30 - satellite product","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Deprecated"
789,"Product definition template 4.30 - satellite product","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Deprecated"
790,"Product definition template 4.30 - satellite product","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Deprecated"
791,"Product definition template 4.30 - satellite product","13","Observation generating process identifier (defined by originating centre)",,"Deprecated"
792,"Product definition template 4.30 - satellite product","14","Number of contributing spectral bands (NB)",,"Deprecated"
793,"Product definition template 4.30 - satellite product",,"Repeat the following 10 octets for each contributing band (nb = 1, NB)",,"Deprecated"
