#
# BUFR Code and Flag Table
# hand modified from BC_CodeFlagTable.xls file from AShimazaki@wmo.int Dec 01, 2009
#
SNo,FXY,CodeFigure,enDescription1,enDescription2,enDescription3
2796,020055,6,Isolated Cumulonimbus or large clusters of Cumulus turrets separated by wide areas in which clouds are absent; cloud bases are generally dark with showers observed in most cells; some scattered middle and upper clouds may be present; individual Cumulus ce,,
2797,020055,7,Numerous Cumulus extending through the middle troposphere with broken to overcast sheets of middle clouds and/or Cirrostratus; Cumulus towers do not decrease generally in size with height; ragged dark cloud bases with some showers present,,
2798,020055,8,Continuous dense middle clouds and/or Cirrostratus cloud sheets with some large isolated Cumulonimbus or Cumulus congestus clouds penetrating these sheets; light rain occasionally observed from the Altostratus; Cumulonimbus bases ragged and dark with show,,
2799,020055,9,Continuous sheets of middle clouds and/or Cirrostratus with Cumulonimbus and Cumulus congestus in organized lines or cloud bands; rain is generally observed from Altostratus sheets and heavy showers from Cumulonimbus; wind has a squally character,,
2800,020055,10,State of sky unknown or not described by any of the above,,
2801,020055,11-14,Reserved,,
2802,020055,15,Missing value,,
2803,020056,0,Unknown,,
2804,020056,1,Water,,
2805,020056,2,Ice,,
2806,020056,3,Mixed,,
2807,020056,4-6,Reserved,,
2808,020056,7,Missing value,,
2809,020062,0,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand),without snow or measurable ice cover,
2810,020062,1,Surface of ground moist,without snow or measurable ice cover,
2811,020062,2,Surface of ground wet (standing water in small or large pools on surface),without snow or measurable ice cover,
2812,020062,3,Flooded,without snow or measurable ice cover,
2813,020062,4,Surface of ground frozen,without snow or measurable ice cover,
2814,020062,5,Glaze on ground,without snow or measurable ice cover,
2815,020062,6,Loose dry dust or sand not covering ground completely,without snow or measurable ice cover,
2816,020062,7,Thin cover of loose dry dust or sand covering ground completely,without snow or measurable ice cover,
2817,020062,8,Moderate or thick cover of loose dry dust or sand covering ground completely,without snow or measurable ice cover,
2818,020062,9,Extremely dry with cracks,without snow or measurable ice cover,
2819,020062,10,Ground predominantly covered by ice,without snow or measurable ice cover,
2820,020062,11,Compact or wet snow (with or without ice) covering less than one half of the ground,with snow or measurable ice cover,
2821,020062,12,Compact or wet snow (with or without ice) covering at least one half of the ground but ground not completely covered,with snow or measurable ice cover,
2822,020062,13,Even layer of compact or wet snow covering ground completely,with snow or measurable ice cover,
2823,020062,14,Uneven layer of compact or wet snow covering ground completely,with snow or measurable ice cover,
2824,020062,15,Loose dry snow covering less than one half of the ground,with snow or measurable ice cover,
2825,020062,16,Loose dry snow covering at least one half of the ground (but not completely),with snow or measurable ice cover,
2826,020062,17,Even layer of loose dry snow covering ground completely,with snow or measurable ice cover,
2827,020062,18,Uneven layer of loose dry snow covering ground completely,with snow or measurable ice cover,
2828,020062,19,Snow covering ground completely; deep drifts,with snow or measurable ice cover,
2829,020062,20-30,Reserved,,
2830,020062,31,Missing value,,
2831,020071,0,No assessment,No assessment,
2832,020071,1,Less than 50 km,Less than 1 per second,
2833,020071,2,Between 50 and 200 km,Less than 1 per second,
2834,020071,3,More than 200 km,Less than 1 per second,
2835,020071,4,Less than 50 km,1 or more per second,
2836,020071,5,Between 50 and 200 km,1 or more per second,
2837,020071,6,More than 200 km,1 or more per second,
2838,020071,7,Less thank 50 km,Rate so rapid number cannot be counted,
2839,020071,8,Between 50 and 200 km,Rate so rapid number cannot be counted,
2840,020071,9,More than 200 km,Rate so rapid number cannot be counted,
2841,020071,10-14,Reserved,,
2842,020071,15,Missing value,,
2843,020085,0,Cleared (CLRD//),,
2844,020085,1,All runways closed (SNOCLO),,
2845,020085,2-14,Reserved,,
2846,020085,15,Missing value,,
2847,020086,0,Clear and dry,,
2848,020086,1,Damp,,
2849,020086,2,Wet with water patches,,
2850,020086,3,Rime and frost covered (depth normally less than 1 mm),,
2851,020086,4,Dry snow,,
2852,020086,5,Wet snow,,
2853,020086,6,Slush,,
2854,020086,7,Ice,,
2855,020086,8,Compacted or rolled snow,,
2856,020086,9,Frozen ruts or ridges,,
2857,020086,10-14,Reserved,,
2858,020086,15,Missing or not reported (e.g. due to runway clearance in progress),,
2859,020087,0,Reserved,,
2860,020087,1,Less than 10% of runway covered,,
2861,020087,2,11% to 25% of runway covered,,
2862,020087,3-4,Reserved,,
2863,020087,5,25% to 50% of runway covered,,
2864,020087,6-8,Reserved,,
2865,020087,9,51% to 100% of runway covered,,
2866,020087,10-14,Reserved,,
2867,020087,15,Missing or not reported (e.g. due to runway clearance in progress),,
2868,020089,0,0.00,,
2869,020089,1,0.01,,
2870,020089,2-88,0.02…0.88,,
2871,020089,89,0.89,,
2872,020089,90,0.90,,
2873,020089,91,Braking action poor,,
2874,020089,92,Braking action medium to poor,,
2875,020089,93,Braking action medium,,
2876,020089,94,Braking action medium to good,,
2877,020089,95,Braking action good,,
2878,020089,96-98,Reserved,,
2879,020089,99,Unreliable,,
2880,020089,100-126,Reserved,,
2881,020089,127,"Missing, not reported and/or runway not operational.",,
2882,020090,0,Reserved,,
2883,020090,1,Nacreous clouds,,
2884,020090,2,Noctilucent clouds,,
2885,020090,3,Clouds from waterfalls,,
2886,020090,4,Clouds from fires,,
2887,020090,5,Clouds from volcanic eruptions,,
2888,020090,6-14,Reserved,,
2889,020090,15,Missing value,,
2890,020101,0,Reserved,,
2891,020101,1,Schistocerca gregaria,,
2892,020101,2,Locusta migratoria,,
2893,020101,3,Nomadacris septemfasciata,,
2894,020101,4,Oedaleus senegalensis,,
2895,020101,5,Anracridium spp,,
2896,020101,6,Other locusts,,
2897,020101,7,Other grasshoppers,,
2898,020101,8,Other crickets,,
2899,020101,9,Spodoptera exempt,,
2900,020101,10-14,Reserved,,
2901,020101,15,Missing value,,
2902,020102,0,Green,,
2903,020102,1,Green or black,,
2904,020102,2,Black,,
2905,020102,3,Yellow and black,,
2906,020102,4,Straw/grey,,
2907,020102,5,Pink,,
2908,020102,6,Dark red/brown,,
2909,020102,7,Mixed red and yellow,,
2910,020102,8,Yellow,,
2911,020102,9,Other,,
2912,020102,10-14,Reserved,,
2913,020102,15,Missing value,,
2914,020103,0,"Hoppers (nymphs, larvae), stage 1",,
2915,020103,1,"Hoppers (nymphs, larvae), stage 2 or mixed 1, 2 instars (stages)",,
2916,020103,2,"Hoppers (nymphs, larvae), stage 3 or mixed 2, 3 instars",,
2917,020103,3,"Hoppers (nymphs, larvae), stage 4 or mixed 3, 4 instars",,
2918,020103,4,"Hoppers (nymphs, larvae), stage 5 or mixed 4, 5 instars",,
2919,020103,5,"Hoppers (nymphs, larvae), stage mixed, all or many instars",,
2920,020103,6,Fledglings (wings too soft for sustained flight),,
2921,020103,7,Immature adults,,
2922,020103,8,Mixed maturity adults,,
2923,020103,9,Mature adults,,
2924,020103,10-14,Reserved,,
2925,020103,15,Missing value,,
2926,020104,0,"Hoppers only, mainly in bands or clusters",,
2927,020104,1,Winged adults in the vicinity more than 10 kilometres from point of observation,,
2928,020104,2,"Locusts in flight, a few seen at the station",,
2929,020104,3,"Locusts at the station, most of them on the ground",,
2930,020104,4,"Locusts, some on ground and others in flight at a height less than 10 metres",,
2931,020104,5,"Locusts, some on ground and others in flight at a height greater than10 metres",,
2932,020104,6,"Locusts, most in flight at a height less than 10 metres",,
2933,020104,7,"Locusts, most in flight at a height greater than 10 metres",,
2934,020104,8,"Locusts, all over inflicting severe damage to vegetation, no extermination operation",,
2935,020104,9,"Locusts, all over inflicting severe damage to vegetation, extermination operation in progress",,
2936,020104,10-14,Reserved,,
2937,020104,15,Missing value,,
2938,020105,0,Reserved,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2939,020105,1,Area covered by isolated bands < 10 m2,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2940,020105,2,Area covered by isolated bands 10 – 100 m2,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2941,020105,3,Area covered by isolated bands 100 – 1000 m2,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2942,020105,4,Area covered by isolated bands 1 000 – 10000 m2,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2943,020105,5,Area covered by isolated bands 1 – 10 ha,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2944,020105,6,Area covered by isolated bands > 10 ha,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2945,020105,7,Area covered by dispersed bands < 100 km2,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2946,020105,8,Area covered by dispersed bands 100 – 1000 km2,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2947,020105,9,Area covered by dispersed bands > 1000 km2,When 0 20 104 (Organizational state of swarm or band of lucusts) = 0,
2948,020105,10-14,Reserved,,
2949,020105,15,Missing value,,
2950,020105,0,"Small swarm less than 1 km2 or adults in ground, tens or hundreds of individuals visible simultaneously, duration of passage less than 1 hour ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2951,020105,1,"Small swarm less than 1 km2 or adults in ground, tens or hundreds of individuals visible simultaneously, duration of passage 1 to 6 hours ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2952,020105,2,"Small swarm less than 1 km2 or adults in ground, tens or hundreds of individuals visible simultaneously, duration of passage over 6 hours ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2953,020105,3,"Medium swarm or scattered adults, several visible simultaneously, duration of passage less than 1 hour ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2954,020105,4,"Medium swarm or scattered adults, several visible simultaneously, duration of passage 1 to 6 hours ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2955,020105,5,"Medium swarm or scattered adults, several visible simultaneously, duration of passage over 6 hours ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2956,020105,6,"Large swarm or isolated adults, seen singly, duration of passage less than 1 hour ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2957,020105,7,"Large swarm or isolated adults, seen singly, duration of passage 1 to 6 hours ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2958,020105,8,"Large swarm or isolated adults, seen singly, duration of passage over 6 hours ago",When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2959,020105,9,More than one swarm of locusts,When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2960,020105,10,Size of swarm and/or duration of passage not determined owing to darkness or similar phenomena,When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2961,020105,11-14,Reserved,When 0 20 104 (Organizational state of swarm or band of lucusts) = 1 to 9,
2962,020105,15,Missing value,,
2963,020106,0,Reserved,,
2964,020106,1,Thin density swarm (swarm visible only when near enough for individual locusts to be discerned),,
2965,020106,2,Medium density swarm,,
2966,020106,3,"Dense swarm (obscuring nearby features, e.g. trees)",,
2967,020106,4,Isolated hoppers seen singly,,
2968,020106,5,"Scattered hoppers, several visible simultaneously",,
2969,020106,6-14,Reserved,,
2970,020106,15,Missing value,,
2971,020107,0,Reserved,,
2972,020107,1,Generally in the direction NE,,
2973,020107,2,Generally in the direction E,,
2974,020107,3,Generally in the direction SE,,
2975,020107,4,Generally in the direction S,,
2976,020107,5,Generally in the direction SW,,
2977,020107,6,Generally in the direction W,,
2978,020107,7,Generally in the direction NW,,
2979,020107,8,Generally in the direction N,,
2980,020107,9,Specific direction indeterminable,,
2981,020107,10-14,Reserved,,
2982,020107,15,Missing value,,
2983,020108,0,Bare ground,,
2984,020108,1,"Dry, presence of few and isolated shrubs",,
2985,020108,2,Sparse vegetation (sprouting),,
2986,020108,3,Dense vegetation (sprouting),,
2987,020108,4,Sparse vegetation (growing),,
2988,020108,5,Dense vegetation (growing),,
2989,020108,6,Sparse vegetation in flower,,
2990,020108,7,Dense vegetation in flower,,
2991,020108,8-14,Reserved,,
2992,020108,15,Missing value,,
2993,021066,1,Process equipment not working,,
2994,021066,2,Equipment failed,,
2995,021066,3,PRF code changed during image generation,,
2996,021066,4,Sampling window changed during image generation,,
2997,021066,5,Gain changed during image generation,,
2998,021066,6,Chirp replica exceeds specified values,,
2999,021066,7,Input data mean & standard deviation of in-phase & quadrature out of range,,
3000,021066,8,Doppler centroid confidence > MMCC value,,
3001,021066,9,Doppler centroid absolute value > PRF/2,,
3002,021066,10,Doppler ambiguity confidence < MMCC value,,
3003,021066,11,Output data mean and standard deviation =< MMCC value,,
3004,021066,All 12,Missing value,,
3005,021067,1,No forebeam calculation,,
3006,021067,2,No midbeam calculation,,
3007,021067,3,No aftbeam calculation,,
3008,021067,4,Forebeam arcing detected,,
3009,021067,5,Midbeam arcing detected,,
3010,021067,6,Aftbeam arcing detected,,
3011,021067,7,Any beam noise content above or equal to threshold,,
3012,021067,8,Land (any land in cell footprint),,
3013,021067,9,Autonomous ambiguity removal not used,,
3014,021067,10,Meteorological background not used,,
3015,021067,11,Minimum residual exceeded threshold,,
3016,021067,12,Frame checksum error detected,,
3017,021067,All 13,Missing value,,
3018,021068,1,Standard deviation wind speed outside MMCC limit,,
3019,021068,2,Standard deviation Significant wave height outside MMCC limit,,
3020,021068,3,Standard deviation altitude outside MMCC limit,,
3021,021068,4,Mean peakiness outside MMCC limit,,
3022,021068,5,Frame checksum error detected,,
3023,021068,6,Height-time loop time constant correction not performed,,
3024,021068,7,Not enough measurements (N<10),,
3025,021068,All 8,Missing value,,
3026,021069,1,12.0 ?m channel present in source data,,
3027,021069,2,11.0 ?m channel present in source data,,
3028,021069,3,3.7 ?m channel present in source data,,
3029,021069,4,1.6 ?m channel present in source data,,
3030,021069,5,Cloud identification used 1.6 um histogram reflectance cloud test,,
3031,021069,6,1.6 ?m histogram reflectance cloud test used dynamic threshold,,
3032,021069,7,Sun glint detected by 1.6 um reflectance cloud test,,
3033,021069,8,3.7 ?m channel used in sea surface temperature retrieval,,
3034,021069,9,Sea surface temperature derivation used day-time data (night time if zero),,
